,sp|P60015.1|OPSB_PANTR,sp|P03999.2|OPSB_HUMAN,sp|O13092.1|OPSB_SAIBB,sp|Q63652.2|OPSB_RAT,sp|P51491.1|OPSB_MOUSE,sp|P51490.1|OPSB_BOVIN,sp|O57605.1|OPSUV_MELUD,sp|P28684.1|OPSV_CHICK,sp|P51473.1|OPSV_XENLA,sp|P87368.1|OPSV_ORYLA,sp|Q9W6A9.2|OP1S1_DANRE,sp|Q90309.1|OPSUV_CARAU,sp|P32310.1|OPSB_CARAU,sp|P87365.1|OPSB_ORYLA,sp|Q8AYM7.1|OPSG3_DANRE,sp|Q9W6A6.2|OPSG4_DANRE,sp|Q8HY69.2|OPSD_SMICR,sp|P28682.1|OPSB_CHICK,sp|P56516.1|OPSD_RANTE,sp|P51476.1|OPSP_COLLI,sp|P51472.1|OPSB_PSAFA,sp|Q8AYM8.1|OPSG2_DANRE,sp|Q9W6A8.1|OP1S2_DANRE,sp|P35357.1|OPSB_GEKGE,sp|P51470.1|OPSD_AQUCT,sp|Q9W6A5.2|OPSG1_DANRE,sp|P41591.1|OPSD_ANOCA,sp|P31355.1|OPSD_LITPI,sp|Q90245.1|OPSD_AMBTI,sp|O93441.1|OPSD_GALML,sp|O93459.1|OPSD_SCYCA,sp|P28683.1|OPSG_CHICK,sp|P51489.1|OPSD_RAT,sp|O13227.1|OPSB_CONCO,sp|P32311.1|OPSG1_CARAU,sp|P49912.1|OPSD_RABIT,sp|Q28886.1|OPSD_MACFA,sp|O62795.1|OPSD_PAGGO,sp|P52202.1|OPSD_ALLMI,sp|O62794.1|OPSD_PHOVI,sp|Q769E8.1|OPSD_OTOCR,sp|P02699.1|OPSD_BOVIN,sp|Q68J47.1|OPSD_LOXAF,sp|Q95KU1.1|OPSD_FELCA,sp|O62791.1|OPSD_DELDE,sp|P32312.1|OPSG2_CARAU,sp|P15409.2|OPSD_MOUSE,sp|P22328.1|OPSD_CHICK,sp|Q6W3E1.1|OPSD_CALPD,sp|P51471.1|OPSB_ANOCA,sp|P28681.1|OPSD_CRIGR,sp|P56515.1|OPSD_RHIMB,sp|O62793.1|OPSD_MESBI,sp|P79863.1|OPSD_LEUER,sp|P56514.1|OPSD_BUFBU,sp|O62798.1|OPSD_TURTR,sp|Q90214.1|OPSD1_ANGAN,sp|P22671.1|OPSD_LETCA,sp|P08100.1|OPSD_HUMAN,sp|O62792.1|OPSD_GLOME,sp|P02700.2|OPSD_SHEEP,sp|O18766.1|OPSD_PIG,sp|Q9YGZ0.1|OPSD_SARPI,sp|P29403.1|OPSD_XENLA,sp|P79807.1|OPSD_MYRVI,sp|P79898.1|OPSD_SARDI,sp|P32308.1|OPSD_CANLF,sp|O42604.1|OPSD_ZEUFA,sp|P79914.1|OPSD_SARXA,sp|P79911.1|OPSD_SARTI,sp|O62796.1|OPSD_TRIMA,sp|P51474.1|OPSG3_PSAFA,sp|P79901.1|OPSD_SARMI,sp|P79798.1|OPSD_MYRBE,sp|P79902.1|OPSD_SARPU,sp|P79808.1|OPSD_NEOAR,sp|P79809.1|OPSD_NEOAU,sp|P79903.1|OPSD_SARSP,sp|P51488.1|OPSD_CYPCA,sp|P79812.1|OPSD_NEOSA,sp|Q9YGY9.1|OPSD_ZOSOP,sp|Q9YGZ2.1|OPSD_GOBNI,sp|P41590.1|OPSD_PSAFA,sp|P51475.1|OPSP_CHICK,sp|P32309.1|OPSD_CARAU,sp|Q9R024.1|OPSG_CAVPO,sp|P87369.1|OPSD_ORYLA,sp|P34989.1|OPSL_CALJA,sp|Q9YH05.1|OPSD_DIPAN,sp|Q9YGZ8.1|OPSD_CHELB,sp|Q9YGZ5.1|OPSD_SOLSO,sp|O35476.2|OPSG_RAT,sp|Q9DGG4.1|OPSD_TETNG,sp|Q9YGZ3.1|OPSD_SALPV,sp|P35359.2|OPSD_DANRE,sp|P79848.1|OPSD_POERE,sp|O35599.1|OPSG_MOUSE,sp|O35478.2|OPSG_SCICA,sp|Q9YGZ6.1|OPSD_CHEAU,sp|Q98980.1|OPSD_PETMA,sp|P04000.2|OPSR_HUMAN,sp|P04001.1|OPSG_HUMAN,sp|O18913.2|OPSR_FELCA,sp|O18912.2|OPSR_HORSE,sp|Q9BGI7.1|OPSR_BOVIN,sp|Q95170.1|OPSR_CAPHI,sp|O18914.2|OPSR_CANLF,sp|O18910.2|OPSG_RABIT,sp|P41592.1|OPSR_ANOCA,sp|P22329.1|OPSR_CHICK,sp|P87367.1|OPSR_ORYLA,sp|P32313.1|OPSR_CARAU,sp|O12948.1|OPSR_XENLA,sp|Q9W6A7.1|OPSR1_DANRE,sp|P22332.2|OPSR_PSAFA,sp|Q8AYN0.1|OPSR2_DANRE,sp|P35358.1|OPSG_GEKGE,sp|P22331.1|OPSG2_PSAFA,sp|P22330.1|OPSG1_PSAFA,sp|O18911.1|OPSG_ODOVI,sp|Q90215.1|OPSD2_ANGAN,sp|P79756.1|OPSD_GAMAF,sp|O42490.1|OPSP_PETMA
sp|Q9W6A5.2|OPSG1_DANRE,0.9956182,0.9955449,0.99538076,0.9928217,0.9938804,0.9953402,0.9961351,0.98979616,0.99408436,0.99420726,0.9926563,0.9933593,0.99200964,0.99455,0.9971798,0.99451715,0.98769057,0.98224795,0.9914812,0.9619961,0.9918085,0.99948305,0.99379164,0.99577093,0.99244994,0.9999999,0.99276996,0.9915815,0.9930185,0.9949142,0.99230987,0.9943231,0.9894553,0.98983335,0.99622405,0.98855686,0.9902735,0.9913404,0.99305284,0.99144113,0.9892976,0.9893626,0.99112314,0.98979837,0.9924094,0.9948187,0.9885236,0.9929184,0.9895143,0.9949797,0.98943996,0.9932895,0.99270636,0.99315095,0.9937679,0.9924893,0.9921963,0.9938308,0.9910387,0.9933733,0.99134487,0.99000525,0.99314487,0.99469507,0.9936204,0.99314797,0.9906205,0.9947072,0.9935415,0.99447554,0.9894241,0.9938382,0.9921831,0.99482596,0.9942167,0.9943911,0.9945545,0.9943356,0.99292123,0.9946351,0.9939456,0.9934961,0.99325794,0.9703913,0.99228,0.9900199,0.9928256,0.992362,0.99320716,0.9919412,0.9940702,0.99272037,0.99355847,0.99324715,0.99249154,0.9941303,0.9921737,0.99135756,0.99205524,0.9952105,0.99144286,0.9910451,0.98849785,0.9905413,0.991237,0.99127567,0.98948824,0.99079144,0.9905211,0.99193084,0.9904464,0.99035776,0.9905895,0.9882,0.98977447,0.98820424,0.9892091,0.98940897,0.9903708,0.97054195,0.99204457,0.99393535,0.9623729
sp|P41591.1|OPSD_ANOCA,0.9908894,0.99130464,0.99017435,0.9885793,0.98754334,0.9890667,0.9930301,0.98465663,0.99020964,0.98400426,0.98636657,0.9881277,0.9890127,0.9877194,0.9972523,0.9962497,0.9955561,0.9767528,0.99363583,0.96905273,0.9870688,0.9930715,0.9903134,0.9957983,0.99637103,0.99276996,1.0000004,0.99578524,0.9967484,0.99770266,0.9950757,0.9973731,0.9973496,0.99673563,0.996011,0.9969645,0.9967575,0.99747366,0.9974522,0.9974195,0.9967394,0.99743885,0.9975314,0.99769354,0.99791235,0.9956839,0.9967561,0.9970163,0.997089,0.9950039,0.9970158,0.99673885,0.9981673,0.9969202,0.9956858,0.9978783,0.99727595,0.99725854,0.99716973,0.9978632,0.9978194,0.99757963,0.9969859,0.9975257,0.9958791,0.9955368,0.99685776,0.9963654,0.9959105,0.99643517,0.9973067,0.99508816,0.99523044,0.9946008,0.9955165,0.99575126,0.99596906,0.9965937,0.99576926,0.9952688,0.9960021,0.996408,0.99557626,0.97148603,0.9949446,0.98466253,0.9956249,0.98703647,0.99681216,0.9943725,0.99553305,0.988873,0.9961486,0.9963877,0.9963473,0.9958874,0.98800147,0.98663783,0.9948345,0.9964797,0.98373175,0.9835969,0.9803992,0.98316145,0.9839897,0.98446465,0.9830499,0.9859483,0.98147047,0.9832435,0.9822771,0.98172235,0.985055,0.98057514,0.9833869,0.9801028,0.977732,0.98316646,0.9840605,0.96812963,0.9963374,0.99576354,0.95254266
sp|P31355.1|OPSD_LITPI,0.9875249,0.9878794,0.98680806,0.9856025,0.9843713,0.98690486,0.9924375,0.980363,0.99013305,0.98557436,0.9878073,0.99006927,0.98867965,0.98350286,0.9951122,0.99125373,0.9975425,0.96780306,0.9993679,0.95033944,0.9835914,0.99160814,0.99000716,0.9958788,0.9997965,0.9915815,0.99578524,0.99999976,0.9987864,0.9966283,0.9961071,0.9950247,0.99660105,0.9957544,0.9937588,0.99719703,0.99704516,0.99770725,0.9972725,0.99748206,0.9972236,0.9968892,0.99763733,0.99696094,0.99742126,0.9905481,0.99597436,0.998,0.9967765,0.99400723,0.9962227,0.99878347,0.99679697,0.9962267,0.9986061,0.9971459,0.9953251,0.9956845,0.9971795,0.99715847,0.99604386,0.9964753,0.9934838,0.9986479,0.993976,0.9950229,0.9972618,0.99516773,0.99368566,0.9958357,0.99642146,0.99273264,0.9956013,0.991697,0.9949832,0.994099,0.9940434,0.9954919,0.9965802,0.99419695,0.9930273,0.99360216,0.99394786,0.95473546,0.99554837,0.9811592,0.9937303,0.9854457,0.9949446,0.9900587,0.99499184,0.9887849,0.99455756,0.99359304,0.9942632,0.9949215,0.98830336,0.9871191,0.9910548,0.99526024,0.98349524,0.9821689,0.9798167,0.98206466,0.9833408,0.98309296,0.9804116,0.9821363,0.9829023,0.98168683,0.9827165,0.9855104,0.9887507,0.98493075,0.9840666,0.98288476,0.98212916,0.9880861,0.9885922,0.9645551,0.9954576,0.99403846,0.94794273
sp|Q90245.1|OPSD_AMBTI,0.988688,0.9891536,0.98826236,0.98527825,0.98500746,0.98761815,0.99324393,0.98290986,0.99048406,0.9870371,0.9909706,0.9922601,0.9890356,0.98564494,0.99644613,0.9933943,0.9982052,0.9691453,0.99789995,0.9530396,0.9845327,0.99310726,0.9902097,0.996559,0.9991109,0.9930185,0.9967484,0.9987864,0.99999964,0.99803615,0.9974619,0.9964669,0.9977054,0.99694145,0.9955629,0.9978875,0.9982436,0.998467,0.9987196,0.9985373,0.9979732,0.99790233,0.9986121,0.9981433,0.9981603,0.9924973,0.9974295,0.9988561,0.99763554,0.99508905,0.9976708,0.99951893,0.9978007,0.99794555,0.99919766,0.99782884,0.99667114,0.9970038,0.9981872,0.9979053,0.99745005,0.99758303,0.99506104,0.9985204,0.9944978,0.99474794,0.9985065,0.99579865,0.9943168,0.99562323,0.997905,0.99515325,0.9951154,0.99291587,0.9952934,0.99433166,0.9947334,0.9954843,0.99722636,0.99463236,0.9948273,0.99532753,0.9956816,0.958575,0.9960529,0.982028,0.9956084,0.98598707,0.9956747,0.99228203,0.9953613,0.9887209,0.9950269,0.99477494,0.99552304,0.99548125,0.98802906,0.9863338,0.9929288,0.9960539,0.98316455,0.98237675,0.9790255,0.98203623,0.982817,0.98266995,0.98017883,0.9825706,0.9831225,0.9823666,0.98350835,0.9854164,0.98823833,0.98461527,0.9849971,0.9831312,0.9821303,0.9870425,0.9874896,0.96605533,0.99665624,0.9952344,0.9471256
sp|O93441.1|OPSD_GALML,0.9918244,0.99236304,0.9918729,0.9893881,0.98938084,0.99118304,0.9947677,0.9859562,0.9931513,0.98884726,0.99001354,0.99194187,0.99186265,0.9895636,0.9977398,0.9952576,0.99651015,0.9763917,0.9957154,0.961752,0.989612,0.99525166,0.99229187,0.9967011,0.99737364,0.9949142,0.99770266,0.9966283,0.99803615,0.99999964,0.99841595,0.9970953,0.9973353,0.99730915,0.9963453,0.9968379,0.997192,0.9975226,0.99844277,0.9978886,0.99672884,0.99708116,0.9979827,0.9974681,0.9984242,0.99480426,0.9968935,0.99756527,0.99691397,0.9969181,0.9971229,0.9982871,0.99784565,0.9989066,0.9981718,0.99831283,0.9979999,0.997038,0.99752045,0.9984127,0.9976537,0.99748755,0.9962238,0.99775136,0.99639606,0.9963181,0.9974582,0.99622947,0.99591035,0.9971205,0.997059,0.9953758,0.99602413,0.99569273,0.9968967,0.9964985,0.9972365,0.99696374,0.99612623,0.99636495,0.99620545,0.9966219,0.9963329,0.96700597,0.99551374,0.98498946,0.99653685,0.9879825,0.99674207,0.9941539,0.9965276,0.99030226,0.9960431,0.9961934,0.9962539,0.9966076,0.98939383,0.9878888,0.9944446,0.99743384,0.9855823,0.98524404,0.9814036,0.98432493,0.9852342,0.98536766,0.98392344,0.98608357,0.98433965,0.9849384,0.98368424,0.98467886,0.988889,0.98246396,0.98437583,0.9826418,0.9828011,0.98625225,0.9869755,0.9670651,0.9967626,0.99638873,0.9523362
sp|O93459.1|OPSD_SCYCA,0.98858297,0.98920476,0.98859644,0.9856939,0.98544693,0.9875975,0.992259,0.9799021,0.9915106,0.98621404,0.98834413,0.99042326,0.9910254,0.9853407,0.9956297,0.9916122,0.9967495,0.96888095,0.995921,0.95354885,0.9871303,0.99260324,0.9899116,0.99467915,0.99683374,0.99230987,0.9950757,0.9961071,0.9974619,0.99841595,0.99999994,0.9953284,0.99661905,0.99738187,0.9935252,0.99663556,0.99627954,0.9965045,0.99766695,0.9971858,0.99587923,0.9963673,0.9972508,0.99667186,0.9967196,0.99105495,0.9959296,0.9971732,0.9960305,0.9957542,0.99605876,0.9979017,0.9957471,0.99904263,0.9979719,0.9963941,0.9967587,0.99472666,0.9964607,0.99623656,0.99620867,0.99615693,0.99479294,0.9959876,0.994064,0.9955545,0.9969549,0.9941766,0.9938406,0.9958515,0.99648654,0.9928479,0.99527013,0.99273634,0.9960948,0.9947685,0.9961163,0.99544215,0.9953022,0.99484473,0.99429435,0.9948112,0.9944394,0.95835936,0.99459034,0.9791658,0.9948753,0.98353326,0.99504817,0.991277,0.9946573,0.98615485,0.9938435,0.99405074,0.9945967,0.99484676,0.9852403,0.983975,0.99190074,0.99579895,0.9813151,0.98076665,0.97643805,0.97964233,0.98090184,0.9808787,0.97875905,0.9814334,0.9799266,0.9804876,0.97952205,0.982376,0.987093,0.97982156,0.98072284,0.97926825,0.97945046,0.9847224,0.98481745,0.96221894,0.99636424,0.9943153,0.9435451
sp|P28683.1|OPSG_CHICK,0.9933385,0.9936019,0.9929991,0.98993456,0.9899471,0.99113405,0.9951507,0.98568887,0.99189085,0.9872533,0.9883724,0.989689,0.9916334,0.99080664,0.99733293,0.99583626,0.99407727,0.9770496,0.9933166,0.9663356,0.98965544,0.99373895,0.99280953,0.997622,0.99582255,0.9943231,0.9973731,0.9950247,0.9964669,0.9970953,0.9953284,1.0000001,0.9953149,0.99467,0.99697936,0.99484426,0.995292,0.9960201,0.99735945,0.9962358,0.9946687,0.99528575,0.99545056,0.9962423,0.9961244,0.9954678,0.99511147,0.9964436,0.9952164,0.9980744,0.99548495,0.9968483,0.99612504,0.9970268,0.99589694,0.9962226,0.99509317,0.9973541,0.99545014,0.9960957,0.99650663,0.9959926,0.99641544,0.9969342,0.9954816,0.9944739,0.99591154,0.9953214,0.9949445,0.99570817,0.99594533,0.9963677,0.9941379,0.9944687,0.9953534,0.99497294,0.9956069,0.9958687,0.99595124,0.9946314,0.9956229,0.9960042,0.99522746,0.9707216,0.99475646,0.9868642,0.9952511,0.98915994,0.9957513,0.99406517,0.9945314,0.99054533,0.9952277,0.9952617,0.9958665,0.9953804,0.9900311,0.9883506,0.9942528,0.9965786,0.9862903,0.986593,0.9823282,0.98582184,0.9861398,0.9864061,0.9845859,0.9873711,0.98405826,0.98583424,0.98498213,0.9843389,0.98697203,0.9833401,0.9862156,0.98256636,0.98103696,0.98472595,0.98549676,0.97056466,0.9945366,0.99535894,0.9515799
sp|P51489.1|OPSD_RAT,0.9863496,0.9871522,0.9855564,0.9836203,0.98298687,0.9845664,0.99019384,0.98083377,0.98690957,0.98202884,0.98640776,0.9886719,0.9877625,0.9835732,0.99542886,0.9942968,0.99855864,0.9704489,0.9952629,0.9591788,0.9826799,0.99021214,0.9886266,0.9948876,0.9972234,0.9894553,0.9973496,0.99660105,0.9977054,0.9973353,0.99661905,0.9953149,0.9999994,0.99703074,0.99447596,0.9995868,0.9994415,0.9991526,0.9973824,0.9992814,0.9994484,0.9993609,0.9988011,0.9994772,0.99903214,0.9932265,0.99972147,0.9968749,0.99925697,0.9932061,0.99957716,0.99752384,0.99862164,0.99719566,0.99637645,0.99889183,0.9960942,0.9957295,0.99953306,0.99844205,0.99920374,0.99938166,0.99459535,0.996349,0.9937985,0.9937415,0.99931854,0.99356025,0.9934235,0.99461174,0.99925387,0.9947126,0.9942026,0.99183834,0.9941279,0.9932561,0.9938979,0.994464,0.9944935,0.9929579,0.9938828,0.9947561,0.99431556,0.9623828,0.993485,0.9795611,0.99464834,0.9834612,0.99522537,0.991644,0.99403936,0.98577654,0.994427,0.99447143,0.99466544,0.9938997,0.98449856,0.9834197,0.99236715,0.9943943,0.97929156,0.97899103,0.975705,0.97909135,0.97994256,0.97993916,0.9784434,0.980289,0.97795415,0.978341,0.9792119,0.98063374,0.9838783,0.9794047,0.9809602,0.9791746,0.97605324,0.982346,0.9834377,0.9679514,0.99543524,0.9937088,0.9438824
sp|O13227.1|OPSB_CONCO,0.9859951,0.98660886,0.9860251,0.9842707,0.98307145,0.9858383,0.9907218,0.9806497,0.9889834,0.98269033,0.9861955,0.98814034,0.98608583,0.98196006,0.99507266,0.992046,0.9973056,0.96918285,0.9943353,0.9578068,0.982361,0.9901705,0.98558164,0.9928732,0.9964209,0.98983335,0.99673563,0.9957544,0.99694145,0.99730915,0.99738187,0.99467,0.99703074,0.99999976,0.992172,0.99726045,0.9967553,0.996794,0.9973284,0.99702877,0.9965937,0.997497,0.9979656,0.9974694,0.9972137,0.9904878,0.9964243,0.9966052,0.99694216,0.9933456,0.9967091,0.99687445,0.9968586,0.99780476,0.99643064,0.99678457,0.99900746,0.9944085,0.9966716,0.9968122,0.99643564,0.9970211,0.99706376,0.9959813,0.9956033,0.99653107,0.9969482,0.99609494,0.9956032,0.99645495,0.9971249,0.9916153,0.9964954,0.99389136,0.9963476,0.9958859,0.9966208,0.99641746,0.9966395,0.9958136,0.99653435,0.99703854,0.99654263,0.9603007,0.9965986,0.97924495,0.99649525,0.98297,0.9968481,0.9940447,0.99609536,0.98561645,0.99584675,0.9963818,0.9971032,0.99662745,0.9848556,0.98260856,0.9945043,0.9942421,0.9793483,0.9788342,0.9753499,0.9774834,0.97918695,0.979518,0.97768146,0.98108816,0.97852993,0.97952205,0.9786052,0.98038477,0.9849192,0.9784353,0.9800285,0.9780187,0.9764803,0.98348534,0.98351,0.96404314,0.9985684,0.996275,0.94118285
sp|P32311.1|OPSG1_CARAU,0.9929558,0.993181,0.9922394,0.98892236,0.98989785,0.9909539,0.9946065,0.98785996,0.99015534,0.9904865,0.992921,0.9938081,0.9919159,0.99260247,0.99809664,0.9981585,0.9920416,0.98041654,0.9927422,0.9643978,0.9892355,0.9965103,0.9935087,0.9982033,0.9946265,0.99622405,0.996011,0.9937588,0.9955629,0.9963453,0.9935252,0.99697936,0.99447596,0.992172,0.99999964,0.9937381,0.9950391,0.9955919,0.995772,0.9958514,0.9942862,0.9944436,0.99461836,0.9950428,0.995685,0.9985428,0.9939473,0.9951521,0.99490356,0.9953744,0.99466366,0.99534583,0.9953953,0.99486566,0.9945022,0.9958998,0.9927146,0.99774617,0.99557376,0.995988,0.996177,0.9951796,0.9940099,0.99598426,0.99393296,0.9930484,0.9958561,0.9943914,0.993918,0.9943261,0.9948441,0.99873465,0.99280095,0.9938992,0.9939023,0.9936191,0.9938642,0.994255,0.99369025,0.9936019,0.9944435,0.99468064,0.9932038,0.9713293,0.99203014,0.987847,0.99432987,0.990741,0.9949006,0.9928465,0.9941883,0.9909118,0.9947453,0.99452233,0.9933004,0.9937639,0.9903711,0.9897168,0.9932698,0.996487,0.988081,0.98807406,0.9856137,0.98882574,0.98864126,0.9886193,0.98705614,0.98782253,0.98724174,0.98858833,0.9882383,0.98849,0.9876807,0.9878231,0.9896532,0.98767143,0.98442405,0.986778,0.98831165,0.97445047,0.9928533,0.99407244,0.9563017
sp|P49912.1|OPSD_RABIT,0.98452264,0.98535866,0.9839092,0.98201346,0.98112375,0.9829961,0.9894986,0.97914,0.98604196,0.98124945,0.985909,0.98808444,0.98681766,0.98150945,0.99485195,0.99333656,0.99904084,0.9678382,0.99592113,0.95658755,0.9810151,0.98936665,0.9874935,0.9945315,0.997628,0.98855686,0.9969645,0.99719703,0.9978875,0.9968379,0.99663556,0.99484426,0.9995868,0.99726045,0.9937381,0.99999994,0.9992979,0.99908084,0.9975649,0.99908876,0.99941814,0.99932975,0.9987766,0.9993378,0.9987382,0.99224544,0.99923134,0.9972497,0.9992027,0.99259007,0.9991962,0.99761945,0.9981782,0.99699533,0.9965945,0.99850225,0.99601185,0.99551725,0.99944925,0.9980024,0.99866253,0.99904037,0.9943197,0.9964247,0.99362856,0.99389654,0.9993673,0.99361557,0.99317825,0.9946704,0.99914825,0.99390185,0.994578,0.9911492,0.9939769,0.9931427,0.9936122,0.99451554,0.99481755,0.99291384,0.9934894,0.99437356,0.99406624,0.9596041,0.9937896,0.9784831,0.99445903,0.9824562,0.99524105,0.9911276,0.9940327,0.98526716,0.99420965,0.9942627,0.99456203,0.9938934,0.9839924,0.9831637,0.9920231,0.993978,0.9786607,0.9781136,0.97498125,0.97830534,0.97916853,0.9791411,0.9774851,0.97935784,0.9775025,0.97745246,0.9783757,0.98049587,0.9836343,0.97967076,0.98040897,0.97880137,0.97531986,0.9827896,0.9837637,0.96656895,0.9958008,0.99361247,0.94185054
sp|Q28886.1|OPSD_MACFA,0.9864305,0.987235,0.98543775,0.9834162,0.9830996,0.9849481,0.9907995,0.9822639,0.9869313,0.9840969,0.98824465,0.99011195,0.9872693,0.98355126,0.9957682,0.99439085,0.9985602,0.9701776,0.99593914,0.95588636,0.9818957,0.9910146,0.9883999,0.9959575,0.9976653,0.9902735,0.9967575,0.99704516,0.9982436,0.997192,0.99627954,0.995292,0.9994415,0.9967553,0.9950391,0.9992979,1.0000002,0.9993935,0.9976749,0.9994082,0.999612,0.9992102,0.9989149,0.99928343,0.9990728,0.9933342,0.99931526,0.9970254,0.9991446,0.9932703,0.99952894,0.9977145,0.9984978,0.9969585,0.9966845,0.99895704,0.99588585,0.9961474,0.99977005,0.9986146,0.9989031,0.9990769,0.9943385,0.99680626,0.99373984,0.99372303,0.99950457,0.99391997,0.99348307,0.9945452,0.9993064,0.99519134,0.9942366,0.99197584,0.99393094,0.9931567,0.9935567,0.99440855,0.9949722,0.99327654,0.99410963,0.99499285,0.9949414,0.96008945,0.994027,0.98050016,0.9950325,0.9842372,0.99516016,0.9917625,0.9945665,0.98680514,0.99461836,0.99449086,0.9947857,0.99424237,0.9855986,0.98441494,0.99247897,0.9944729,0.98014516,0.9797367,0.9769867,0.9802133,0.9808604,0.9807739,0.97913665,0.9805259,0.98018986,0.97991085,0.98122066,0.9830955,0.9855244,0.9822016,0.9830103,0.98189425,0.9787269,0.9844477,0.98563755,0.96877193,0.9954038,0.9941119,0.9443627
sp|O62795.1|OPSD_PAGGO,0.9879072,0.98859894,0.98722696,0.9851506,0.98455775,0.9868216,0.99213064,0.98240614,0.98813707,0.98563194,0.98854125,0.99043417,0.988309,0.98502135,0.9958553,0.99448335,0.9982116,0.97121394,0.99640685,0.9569386,0.9840735,0.99165475,0.98965704,0.9963615,0.9983097,0.9913404,0.99747366,0.99770725,0.998467,0.9975226,0.9965045,0.9960201,0.9991526,0.996794,0.9955919,0.99908084,0.9993935,1.0000001,0.99828434,0.9998304,0.99945974,0.99935687,0.99927896,0.99941736,0.9992535,0.9936018,0.9987014,0.9979231,0.99937695,0.99402565,0.99919313,0.99797726,0.9985976,0.9974558,0.99704635,0.9990131,0.9962574,0.9968907,0.9995522,0.99892414,0.99915427,0.9992944,0.99472505,0.9979656,0.9947111,0.9949034,0.9994756,0.9947572,0.9947564,0.9958625,0.99939877,0.995095,0.9950974,0.9932679,0.9950108,0.9944322,0.99467844,0.99572456,0.9957154,0.9944866,0.9947097,0.995331,0.99515116,0.9613322,0.99474597,0.9817599,0.99526894,0.98562044,0.9958606,0.9924354,0.9951095,0.9878227,0.99533165,0.99491787,0.9953291,0.9948901,0.9869705,0.9857877,0.99322164,0.9959067,0.98207194,0.98163897,0.9787346,0.9819714,0.9825098,0.9825195,0.9806322,0.9823222,0.9812248,0.9815544,0.98233545,0.9839797,0.98562306,0.98345137,0.98412305,0.98251706,0.9794029,0.98528767,0.9862809,0.9687004,0.99570805,0.994666,0.9463405
sp|P52202.1|OPSD_ALLMI,0.9897325,0.9902816,0.9894463,0.98615426,0.98588556,0.9885261,0.9932198,0.98236334,0.99059576,0.9878266,0.98954886,0.9912864,0.98990035,0.9867443,0.9964931,0.99404293,0.9976888,0.9700772,0.99616706,0.95705134,0.9871429,0.9929149,0.9900563,0.99618423,0.9978372,0.99305284,0.9974522,0.9972725,0.9987196,0.99844277,0.99766695,0.99735945,0.9973824,0.9973284,0.995772,0.9975649,0.9976749,0.99828434,1.0000001,0.99852574,0.99737155,0.9977176,0.9985296,0.9984227,0.9981175,0.9935192,0.99724084,0.9989642,0.9976263,0.9965018,0.9976419,0.99849474,0.9971075,0.9986649,0.99828774,0.99779963,0.99727345,0.9972544,0.99779814,0.9977278,0.99790835,0.99788386,0.9957136,0.99795425,0.9949299,0.9949837,0.9982666,0.99513745,0.9944444,0.9959772,0.9981973,0.99500495,0.99474365,0.993648,0.9954066,0.9949074,0.9956722,0.99595445,0.9962874,0.9949832,0.9953193,0.99582005,0.99570554,0.96201956,0.99514514,0.9813893,0.99580914,0.98498785,0.99587077,0.9929358,0.995156,0.9875698,0.99468577,0.99498826,0.99560714,0.9955836,0.98684955,0.9848865,0.9934426,0.99698097,0.9818716,0.9815133,0.9771825,0.98079515,0.9813583,0.98155516,0.9794073,0.9821714,0.98157173,0.9817094,0.9812232,0.9827263,0.9857159,0.9816973,0.98304504,0.9804257,0.979418,0.98424804,0.98480254,0.9641404,0.9961578,0.9955149,0.94556856
sp|O62794.1|OPSD_PHOVI,0.9883207,0.98903763,0.9876111,0.9852207,0.9847826,0.9869654,0.9922149,0.98213816,0.9886626,0.98583364,0.9890777,0.99112254,0.9891687,0.98560065,0.99602056,0.99433184,0.9982841,0.97109276,0.9962354,0.95675933,0.98505497,0.99179924,0.9901183,0.9964657,0.9981204,0.99144113,0.9974195,0.99748206,0.9985373,0.9978886,0.9971858,0.9962358,0.9992814,0.99702877,0.9958514,0.99908876,0.9994082,0.9998304,0.99852574,1.0,0.9993076,0.99938315,0.99940157,0.99959075,0.99924403,0.9936596,0.99889565,0.99805963,0.9993346,0.99457014,0.999255,0.9981613,0.9984709,0.9979222,0.99730504,0.99900687,0.9963181,0.9969289,0.99947256,0.9988561,0.99936116,0.99932694,0.99466217,0.9977187,0.9942027,0.9946414,0.9996527,0.99443716,0.9943106,0.99554527,0.9995246,0.99546844,0.99471676,0.9928339,0.99489444,0.9940452,0.99467945,0.99533767,0.9954995,0.99413157,0.9944882,0.99516314,0.99473614,0.9611954,0.99436975,0.9811459,0.9950391,0.9852618,0.99549425,0.9919989,0.99459684,0.9874025,0.9948356,0.99452215,0.99494094,0.9944445,0.9865875,0.98523724,0.9927132,0.9961091,0.9815825,0.9812097,0.9779235,0.98134136,0.98194337,0.9819367,0.97996455,0.9818932,0.98068655,0.981096,0.9817603,0.9835815,0.9855904,0.98281693,0.9836171,0.98188365,0.97907066,0.98491824,0.98570794,0.96809196,0.99571747,0.9942289,0.94535446
